City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
314,aflao,6.116,1.1914,301.05,77,57,3.52,TG,1677053448
315,emmett,43.8735,-116.4993,272.61,74,5,3.5,US,1677053190
316,ancud,-41.8697,-73.8203,283.77,90,9,0.67,CL,1677053450
317,madras,13.0878,80.2785,304.14,71,20,5.66,IN,1677053451
318,olive branch,34.9618,-89.8295,294.11,78,100,11.32,US,1677053452
319,concarneau,47.875,-3.9225,282.31,88,100,5.46,FR,1677053452
320,nyurba,63.2842,118.3319,259.72,94,100,2.53,RU,1677053453
321,vila franca do campo,37.7167,-25.4333,287.38,94,100,2.68,PT,1677053454
322,ilulissat,69.2167,-51.1,261.16,85,100,8.23,GL,1677053240
323,aligudarz,33.4006,49.6949,274.79,88,0,1.79,IR,1677053456
324,kuna,43.4918,-116.4201,271.95,75,100,2.57,US,1677053266
325,malanje,-9.5402,16.341,291.78,97,100,1.78,AO,1677053458
326,palana,59.1167,159.9667,252.22,99,100,2.78,RU,1677053459
327,genoa,44.4129,8.9573,285.96,79,75,2.57,IT,1677053460
328,ilo,-17.6394,-71.3375,295.67,84,100,2.46,PE,1677053461
329,rawson,-43.3002,-65.1023,293.53,42,0,6.5,AR,1677053463
330,brawley,32.9787,-115.5303,289.29,44,0,13.38,US,1677053465
331,kaeo,-35.1,173.7833,292.77,91,40,1.11,NZ,1677053467
332,lebu,-37.6167,-73.65,285.61,90,2,6.36,CL,1677053468
333,waingapu,-9.6567,120.2641,300.6,82,100,4.98,ID,1677053469
334,tanabe,33.7333,135.3667,281.37,62,3,1.95,JP,1677053470
335,saint george,37.1041,-113.5841,285.48,37,100,15.43,US,1677053359
336,kencong,-8.2833,113.3667,301.5,78,66,4.94,ID,1677053472
337,yar-sale,66.8333,70.8333,261.66,95,100,5.46,RU,1677053473
338,hasaki,35.7333,140.8333,281.37,53,35,3.48,JP,1677053474
339,cairns,-16.9167,145.7667,299.85,97,75,4.12,AU,1677053475
340,polunochnoye,60.8697,60.4153,261.36,85,100,3.34,RU,1677053476
341,pangnirtung,66.1451,-65.7125,234.49,96,98,2.17,CA,1677053478
342,mpongwe,-13.5091,28.155,296.81,81,100,2.9,ZM,1677053480
343,port hawkesbury,45.6169,-61.3485,268.59,88,100,2.24,CA,1677053481
344,coquimbo,-29.9533,-71.3436,290.0,88,100,1.03,CL,1677053334
345,aklavik,68.2191,-135.0107,247.1,100,100,0.82,CA,1677053483
346,catalao,-18.1658,-47.9464,291.17,92,100,1.55,BR,1677053484
347,mitsamiouli,-11.3847,43.2844,301.66,70,100,3.92,KM,1677053485
348,bad frankenhausen,51.35,11.1,283.76,86,86,0.45,DE,1677053486
349,beloha,-25.1667,45.05,308.15,38,51,7.87,MG,1677053487
350,bilma,18.6853,12.9164,294.17,19,0,4.23,NE,1677053488
351,imatra,61.1719,28.7524,256.41,86,6,1.34,FI,1677053489
352,omsukchan,62.5333,155.8,238.81,98,61,2.33,RU,1677053490
353,pedasi,7.5333,-80.0333,294.3,85,4,6.82,PA,1677053491
354,nuuk,64.1835,-51.7216,262.34,94,100,5.07,GL,1677053339
355,boa vista,2.8197,-60.6733,296.14,83,40,4.63,BR,1677053463
356,caravelas,-17.7125,-39.2481,296.87,87,100,1.31,BR,1677053494
